id,antimicrobial,Bacteria,Ref,,
fosfo-g1598_fosA3,Fosfomycin,,JQ343849,fosA3,
fosfo-g1599_fosB,,,X54227,fosB,
fosfo-g1601_fosC,,,Z33413,fosC,
fosfo-g1602_fosC_v2,,,AB522969,fosC_,
fosfo-g1603_fosX,,,NC_012796,fosX,
fosfo-g1604_glpT_Chr,,,U00096,glpT_,
fosfo-g1605_murA_Chr,,,NC_000913,murA_,
fosfo-g1606_ptsI_Chr,,,U00096,ptsI_,
fosfo-g1607_uhpA_Chr,,,U00096,uhpA_,
fosfo-g1608_uhpB_Chr,,,U00096,uhpB_,
fosfo-g1609_uhpC_Chr,,,U00096,uhpC_,
fosfo-g1610_uhpT_Chr,,,U00096,uhpT_,
fusid-g1611_fusA,fusidic acid,,AY776250,fusA,
fusid-g1612_fusB,fusidic acid,,JF808725,fusB,
glyco-g1614_VanA-A,,,FJ866609,VanA-,
glyco-g1615_VanA-Ao2,,,HQ679900,VanA-,
glyco-g1616_VanA-Pt,,,DQ018710,VanA-,
glyco-g1618_VanB-B,,,AF192329,VanB-,
glyco-g1619_VanB-Sc,,,AL939117,VanB-,
glyco-g1620_VanC,vancomycin,,AF162694,VanC,
glyco-g1621_vanD,,,AB242319,vanD,
glyco-g1623_VanE,,,FJ872411,VanE,
glyco-g1624_VanG-G,vancomycin,,DQ212986,VanG-,
glyco-g1625_VanH-A,,,FJ866609,VanH-,
glyco-g1626_VanH-Ao1,,,AF060799,VanH-,
glyco-g1627_VanH-Ao2,,,HQ679900,VanH-,
glyco-g1628_VanH-B,,,AF192329,VanH-,
glyco-g1629_VanH-D,,,AB242319,VanH-,
glyco-g1630_VanH-M,,,FJ349556,VanH-,
glyco-g1631_VanH-Pt,,,DQ018710,VanH-,
glyco-g1632_VanH-Pt2,,,AY926880,VanH-,
glyco-g1633_VanH-Sc,,,AL939117,VanH-,
glyco-g1634_VanL-L,,,EU250284,VanL-,
glyco-g1635_VanM-M,,,FJ349556,VanM-,
glyco-g1636_VanR-A,,,FJ866609,VanR-,
glyco-g1637_VanR-B,,,AF192329,VanR-,
glyco-g1638_VanR-C,vancomycin,,DQ022190,VanR-,
glyco-g1639_VanR-D,,,AB242319,VanR-,
glyco-g1640_VanR-G,vancomycin,,DQ212986,VanR-,
glyco-g1641_VanR-L,,,EU250284,VanR-,
glyco-g1642_VanR-M,,,FJ349556,VanR-,
glyco-g1643_VanR-Pt,,,DQ018710,VanR-,
glyco-g1645_VanS-B,,,AF192329,VanS-,
glyco-g1646_VanS-C,vancomycin,,AF162694,VanS-,
glyco-g1647_VanS-D,,,AB242319,VanS-,
glyco-g1648_VanS-G,,,DQ212986,VanS-,
glyco-g1649_VanS-L,,,EU250284,VanS-,
glyco-g1650_VanS-M,,,FJ349556,VanS-,
glyco-g1651_VanS-Pt,,,DQ018710,VanS-,
glyco-g1652_VanS-Pt2,,,AY926880,VanS-,
glyco-g1653_VanT-C,vancomycin,,AF162694,VanT-,
glyco-g1654_VanT-G,vancomycin,,DQ212986,VanT-,
glyco-g1655_VanTm-L,,,EU250284,VanTm,
glyco-g1656_VanTr-L,,,EU250284,VanTr,
glyco-g1657_VanU-G,,,DQ212986,VanU-,
glyco-g1658_VanW-B,,,AF192329,VanW-,
glyco-g1659_VanW-G,vancomycin,,AY271782,VanW-,
glyco-g1660_VanX-A,,,FJ866609,VanX-,
glyco-g1661_VanX-Ao1,,,AF060799,VanX-,
glyco-g1662_VanX-Ao2,,,HQ679900,VanX-,
glyco-g1663_VanX-B,vancomycin,,AF192329,VanX-,
glyco-g1664_VanX-D,,,AB242319,VanX-,
glyco-g1665_VanX-M,,,FJ349556,VanX-,
glyco-g1666_VanX-Pt,,,DQ018710,VanX-,
glyco-g1667_VanX-Pt2,,,AY926880,VanX-,
glyco-g1668_VanX-Sc,,,AL939117,VanX-,
glyco-g1669_VanXY-C,vancomycin,,DQ022190,VanXY,
glyco-g1670_VanXY-G,vancomycin,,DQ212986,VanXY,
glyco-g1671_VanXY-L,,,EU250284,VanXY,
glyco-g1673_VanY-B,,,AF192329,VanY-,
glyco-g1674_VanY-D,,,AB242319,VanY-,
glyco-g1675_VanY-M,,,FJ349556,VanY-,
glyco-g1676_VanY-Pt,,,DQ018710,VanY-,
glyco-g1677_VanY-Pt2,,,AY926880,VanY-,
glyco-g1678_VanZ-A,,,FJ866609,VanZ-,
macro-g1680_ereA,Erythromycin,,AY183453,ereA,
macro-g1681_ereB,"Erythromycin, Azithromycin",,X03988,ereB,
macro-g1682_ereC,Erythromycin,,NC_019153,ereC,
macro-g1683_erm30,,,AF079138,erm30,
macro-g1684_erm31,Azithromycin,,AF079138,erm31,
macro-g1685_erm32,,,AJ009971,erm32,
macro-g1686_erm33,Azithromycin,,AJ579365,erm33,
macro-g1687_erm34,Azithromycin,,AY234334,erm34,
macro-g1688_erm35,Azithromycin,,AF319779,erm35,
macro-g1689_erm36,Azithromycin,,AF462611,erm36,
macro-g1690_erm37,Azithromycin,,CP002885,erm37,
macro-g1691_erm38,Azithromycin,,AY154657,erm38,
macro-g1692_erm39,Azithromycin,,AY487229,erm39,
macro-g1693_erm40,,,AY570506,erm40,
macro-g1694_erm41,Azithromycin,,EU590124,erm41,
macro-g1695_erm42,,,FR734406,erm42,
macro-g1696_ermA,Azithromycin,,FR772051,ermA,
macro-g1697_ermB,"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",,FN806789,ermB,
macro-g1698_ermC,Azithromycin,,M19652,ermC,
macro-g1699_ermD,Azithromycin,,M29832,ermD,
macro-g1700_ermE,Azithromycin,,X51891,ermE,
macro-g1701_ermF,Azithromycin,,M17124,ermF,
macro-g1702_ermG,Azithromycin,,M15332,ermG,
macro-g1703_ermH,,,M16503,ermH,
macro-g1704_ermN,Azithromycin,,X97721,ermN,
macro-g1705_ermO,,,M74717,ermO,
macro-g1706_ermQ,Azithromycin,,L22689,ermQ,
macro-g1707_ermR,Azithromycin,,AY623658,ermR,
macro-g1708_ermS,,,M19269,ermS,
macro-g1709_ermT,Azithromycin,,M64090,ermT,
macro-g1710_ermU,,,X62867,ermU,
macro-g1711_ermV,,,U59450,ermV,
macro-g1712_ermW,,,D14532,ermW,
macro-g1713_ermX,Azithromycin,,M36726,ermX,
macro-g1714_ermY,,,AB014481,ermY,
macro-g1715_ermZ,,,AM709783,ermZ,
macro-g1717_lmrA,,,X59926,lmrA,
macro-g1718_lnuA,Lincomycin,,M14039,lnuA,
macro-g1719_lnuB,"lincomycin, clindamycin",Streptococcus lutetiensis.,AJ238249,lnuB,
macro-g1720_lnuC,Lincomycin,,AY928180,lnuC,
macro-g1721_lnuD,Lincomycin,,EF452177,lnuD,
macro-g1722_lnuF,Lincomycin,,EU118119,lnuF,
macro-g1723_lsaB,clindamycin,Mammaliicoccus sciuri,AJ579365,lsaB,
macro-g1724_lsaC,"lincomycin, clindamycin, dalfopristin, and tiamulin",Streptococcus agalactiae,HM990671,lsaC,
macro-g1725_mdfA_Chr,,,Y08743,mdfA_,
macro-g1726_mdtA,,,X92946,mdtA,
macro-g1727_mefA,"erythromycin, telithromycin",,AF227521,mefA,
macro-g1728_mefB,"Erythromycin, Azithromycin",,FJ196385,mefB,
macro-g1730_mefG,"erythromycin, telithromycin",,AY355405,mefG,
macro-g1731_mphA,"Erythromycin, Azithromycin, Spiramycin, Telithromycin",,EF219134,mphA,
macro-g1732_mphB,"Erythromycin, Spiramycin, Telithromycin",,D85892,mphB,
macro-g1733_mphC,"Erythromycin, Spiramycin, Telithromycin",,AF167161,mphC,
macro-g1734_mphE,Erythromycin,,AF550415,mphE,
macro-g1735_mreA,,,U92073,mreA,
macro-g1736_msrA,,,X52085,msrA,
macro-g1737_msrC,"Erythromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S",,AY004350,msrC,
macro-g1738_msrD,,,AF376746,msrD,
macro-g1739_msrE,"Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S",,EU294228,msrE,
macro-g1740_oleB,,,L36601,oleB,
macro-g1741_oleC,,,L06249,oleC,
macro-g1742_srmB,,,X63451,srmB,
macro-g1744_vatA,,,L07778,vatA,
macro-g1745_vatB,virginiamycin M1,Staphylococcus aureus,U19459,vatB,
macro-g1746_vatC,,,AF015628,vatC,
macro-g1747_vatD,,,AF368302,vatD,
macro-g1748_vatE,,,AJ488494,vatE,
macro-g1749_vatF,"Dalfopristin, Pristinamycin IIA, Virginiamycin M",,AF170730,vatF,
macro-g1751_vgaA,,,M90056,vgaA,
macro-g1752_vgaB,,,U82085,vgaB,
macro-g1753_vgbA,,,M20129,vgbA,
macro-g1754_vgbB,,,AF015628,vgbB,
mupir-g1755_mupA,,,HQ625435,mupA,
mupir-g1756_mupB,,,JQ231224,mupB,
nitro-g1757_nfsA_Chr,,,NC_000913.3,nfsA_,
nitro-g1758_nfsB_Chr,,,NC_000913.3,nfsB_,
nitro-g1759_nimA,,,X71444,nimA,
nitro-g1760_nimB,,,X71443,nimB,
nitro-g1761_nimC,,,X76948,nimC,
nitro-g1762_nimD,,,X76949,nimD,
quino-g1763_gyrA_ecol_Chr,"Ciprofloxacin, Nalidixic Acid",,NC_000913,gyrA_,
quino-g1764_gyrA_kpne,"Ciprofloxacin, Nalidixic Acid",,CP000647.1,gyrA_,
quino-g1765_gyrB_ecol,,,NC_000913,gyrB_,
quino-g1766_gyrB_kpne,,,CP000647.1,gyrB_,
quino-g1767_oqxA1,"Nalidixic acid,Ciprofloxacin",,JF912901,oqxA1,
quino-g1768_oqxA10,"Nalidixic acid,Ciprofloxacin",,KF414062,oqxA1,
quino-g1769_oqxA11,"Nalidixic acid,Ciprofloxacin",,KF414063,oqxA1,
quino-g1770_oqxA2,"Nalidixic acid,Ciprofloxacin",,JF912902,oqxA2,
quino-g1771_oqxA3,"Nalidixic acid,Ciprofloxacin",,KF414055,oqxA3,
quino-g1772_oqxA4,"Nalidixic acid,Ciprofloxacin",,KF414056,oqxA4,
quino-g1773_oqxA5,"Nalidixic acid,Ciprofloxacin",,KF414057,oqxA5,
quino-g1774_oqxA6,"Nalidixic acid,Ciprofloxacin",,KF414058,oqxA6,
quino-g1775_oqxA7,"Nalidixic acid,Ciprofloxacin",,KF414059,oqxA7,
quino-g1776_oqxA8,"Nalidixic acid,Ciprofloxacin",,KF414060,oqxA8,
quino-g1777_oqxA9,"Nalidixic acid,Ciprofloxacin",,KF414061,oqxA9,
quino-g1778_oqxB10,"Nalidixic acid,Ciprofloxacin",,KF414070,oqxB1,
quino-g1779_oqxB11,"Nalidixic acid,Ciprofloxacin",,KF414071,oqxB1,
quino-g1780_oqxB12,"Nalidixic acid,Ciprofloxacin",,KF414072,oqxB1,
quino-g1781_oqxB13,"Nalidixic acid,Ciprofloxacin",,KF414073,oqxB1,
quino-g1782_oqxB14,"Nalidixic acid,Ciprofloxacin",,KF414074,oqxB1,
quino-g1783_oqxB15,"Nalidixic acid,Ciprofloxacin",,KF414075,oqxB1,
quino-g1784_oqxB16,"Nalidixic acid,Ciprofloxacin",,KF414076,oqxB1,
quino-g1785_oqxB17,"Nalidixic acid,Ciprofloxacin",,KF414077,oqxB1,
quino-g1786_oqxB18,"Nalidixic acid,Ciprofloxacin",,KF414078,oqxB1,
quino-g1787_oqxB19,"Nalidixic acid,Ciprofloxacin",,KF414079,oqxB1,
quino-g1788_oqxB2,"Nalidixic acid,Ciprofloxacin",,JF912902,oqxB2,
quino-g1789_oqxB20,"Nalidixic acid,Ciprofloxacin",,KF414080,oqxB2,
quino-g1790_oqxB21,"Nalidixic acid,Ciprofloxacin",,KF414081,oqxB2,
quino-g1791_oqxB22,"Nalidixic acid,Ciprofloxacin",,KF414082,oqxB2,
quino-g1792_oqxB23,"Nalidixic acid,Ciprofloxacin",,KF414083,oqxB2,
quino-g1793_oqxB24,"Nalidixic acid,Ciprofloxacin",,KF414084,oqxB2,
quino-g1794_oqxB25,"Nalidixic acid,Ciprofloxacin",,KF414085,oqxB2,
quino-g1795_oqxB26,"Nalidixic acid,Ciprofloxacin",,KF414086,oqxB2,
quino-g1796_oqxB27,"Nalidixic acid,Ciprofloxacin",,KF414087,oqxB2,
quino-g1797_oqxB28,"Nalidixic acid,Ciprofloxacin",,KF414088,oqxB2,
quino-g1798_oqxB29,"Nalidixic acid,Ciprofloxacin",,KF414089,oqxB2,
quino-g1799_oqxB3,"Nalidixic acid,Ciprofloxacin",,JF912901,oqxB3,
quino-g1800_oqxB30,"Nalidixic acid,Ciprofloxacin",,KF414090,oqxB3,
quino-g1801_oqxB31,"Nalidixic acid,Ciprofloxacin",,KF414091,oqxB3,
quino-g1802_oqxB32,"Nalidixic acid,Ciprofloxacin",,KF414092,oqxB3,
quino-g1803_oqxB4,"Nalidixic acid,Ciprofloxacin",,KF414064,oqxB4,
quino-g1804_oqxB5,"Nalidixic acid,Ciprofloxacin",,KF414065,oqxB5,
quino-g1805_oqxB6,"Nalidixic acid,Ciprofloxacin",,KF414066,oqxB6,
quino-g1806_oqxB7,"Nalidixic acid,Ciprofloxacin",,KF414067,oqxB7,
quino-g1807_oqxB8,"Nalidixic acid,Ciprofloxacin",,KF414068,oqxB8,
quino-g1808_oqxB9,"Nalidixic acid,Ciprofloxacin",,KF414069,oqxB9,
quino-g1809_parC_ecol_Chr,"Ciprofloxacin, Nalidixic Acid",,NC_000913,parC_,
quino-g1810_parC_kpne,"Ciprofloxacin, Nalidixic Acid",,CP000647.1,parC_,
quino-g1811_parE_ecol,,,NC_000913,parE_,
quino-g1812_parE_kpne,,,CP000647.1,parE_,
quino-g1813_qepA,Ciprofloxacin,,AM886293,qepA,
quino-g1814_qepA2,Ciprofloxacin,,EU847537,qepA2,
quino-g1815_qnrA1,"Ciprofloxacin, Nalidixic Acid",,AY931017,qnrA1,
quino-g1816_qnrA2,"Ciprofloxacin, Nalidixic Acid",,HQ449669,qnrA2,
quino-g1817_qnrA3,"Ciprofloxacin, Nalidixic Acid",,DQ058661,qnrA3,
quino-g1818_qnrA4,"Ciprofloxacin, Nalidixic Acid",,DQ058662,qnrA4,
quino-g1819_qnrA5,"Ciprofloxacin, Nalidixic Acid",,DQ058663,qnrA5,
quino-g1820_qnrA6,"Ciprofloxacin, Nalidixic Acid",,DQ151889,qnrA6,
quino-g1821_qnrA7,"Ciprofloxacin, Nalidixic Acid",,GQ463707,qnrA7,
quino-g1822_qnrB1,"Ciprofloxacin, Nalidixic Acid",,EF682134,qnrB1,
quino-g1823_qnrB10,"Ciprofloxacin, Nalidixic Acid",,HM439646,qnrB1,
quino-g1825_qnrB12,"Ciprofloxacin, Nalidixic Acid",,EU273755,qnrB1,
quino-g1827_qnrB14,"Ciprofloxacin, Nalidixic Acid",,EU273757,qnrB1,
quino-g1828_qnrB15,"Ciprofloxacin, Nalidixic Acid",,EU302865,qnrB1,
quino-g1829_qnrB17,"Ciprofloxacin, Nalidixic Acid",,JN173051,qnrB1,
quino-g1830_qnrB18,"Ciprofloxacin, Nalidixic Acid",,AM919399,qnrB1,
quino-g1831_qnrB19,"Ciprofloxacin, Nalidixic Acid",,HM146784,qnrB1,
quino-g1832_qnrB2,"Ciprofloxacin, Nalidixic Acid",,HM125699,qnrB2,
quino-g1833_qnrB20,"Ciprofloxacin, Nalidixic Acid",,AB379831,qnrB2,
quino-g1834_qnrB21,"Ciprofloxacin, Nalidixic Acid",,FJ611948,qnrB2,
quino-g1835_qnrB22,"Ciprofloxacin, Nalidixic Acid",,FJ981621,qnrB2,
quino-g1836_qnrB23,"Ciprofloxacin, Nalidixic Acid",,FJ981622,qnrB2,
quino-g1837_qnrB24,"Ciprofloxacin, Nalidixic Acid",,HM192542,qnrB2,
quino-g1838_qnrB25,"Ciprofloxacin, Nalidixic Acid",,HQ172108,qnrB2,
quino-g1839_qnrB27,"Ciprofloxacin, Nalidixic Acid",,JN173052,qnrB2,
quino-g1840_qnrB28,"Ciprofloxacin, Nalidixic Acid",,HM439643,qnrB2,
quino-g1841_qnrB29,"Ciprofloxacin, Nalidixic Acid",,HM439649,qnrB2,
quino-g1842_qnrB3,"Ciprofloxacin, Nalidixic Acid",,DQ303920,qnrB3,
quino-g1843_qnrB30,"Ciprofloxacin, Nalidixic Acid",,HM439650,qnrB3,
quino-g1844_qnrB31,"Ciprofloxacin, Nalidixic Acid",,HQ418999,qnrB3,
quino-g1845_qnrB32,"Ciprofloxacin, Nalidixic Acid",,JN173054,qnrB3,
quino-g1846_qnrB33,"Ciprofloxacin, Nalidixic Acid",,JN173055,qnrB3,
quino-g1847_qnrB34,"Ciprofloxacin, Nalidixic Acid",,JN173056,qnrB3,
quino-g1848_qnrB35,"Ciprofloxacin, Nalidixic Acid",,JN173057,qnrB3,
quino-g1849_qnrB36,"Ciprofloxacin, Nalidixic Acid",,JN173058,qnrB3,
quino-g1850_qnrB37,"Ciprofloxacin, Nalidixic Acid",,JN173059,qnrB3,
quino-g1851_qnrB38,"Ciprofloxacin, Nalidixic Acid",,JN173060,qnrB3,
quino-g1852_qnrB4,"Ciprofloxacin, Nalidixic Acid",,EF543140,qnrB4,
quino-g1853_qnrB42,"Ciprofloxacin, Nalidixic Acid",,JN680743,qnrB4,
quino-g1854_qnrB48,"Ciprofloxacin, Nalidixic Acid",,JQ762640,qnrB4,
quino-g1855_qnrB49,"Ciprofloxacin, Nalidixic Acid",,JQ582718,qnrB4,
quino-g1856_qnrB5,"Ciprofloxacin, Nalidixic Acid",,DQ303919,qnrB5,
quino-g1857_qnrB50,"Ciprofloxacin, Nalidixic Acid",,JX440357,qnrB5,
quino-g1858_qnrB51,"Ciprofloxacin, Nalidixic Acid",,JX440358,qnrB5,
quino-g1859_qnrB52,"Ciprofloxacin, Nalidixic Acid",,EF488762,qnrB5,
quino-g1860_qnrB53,"Ciprofloxacin, Nalidixic Acid",,HQ704413,qnrB5,
quino-g1861_qnrB56,"Ciprofloxacin, Nalidixic Acid",,JX259317,qnrB5,
quino-g1862_qnrB57,"Ciprofloxacin, Nalidixic Acid",,JX259318,qnrB5,
quino-g1863_qnrB58,"Ciprofloxacin, Nalidixic Acid",,JX259319,qnrB5,
quino-g1864_qnrB59,"Ciprofloxacin, Nalidixic Acid",,JX259320,qnrB5,
quino-g1865_qnrB6,"Ciprofloxacin, Nalidixic Acid",,EF523819,qnrB6,
quino-g1866_qnrB62,"Ciprofloxacin, Nalidixic Acid",,JX987101,qnrB6,
quino-g1867_qnrB7,"Ciprofloxacin, Nalidixic Acid",,EU043311,qnrB7,
quino-g1870_qnrC,"Ciprofloxacin, Nalidixic Acid",,EU917444,qnrC,
quino-g1871_qnrD,"Ciprofloxacin, Nalidixic Acid",,FJ228229,qnrD,
quino-g1872_qnrS1,"Ciprofloxacin, Nalidixic Acid",,JN157839,qnrS1,
quino-g1873_qnrS2,"Ciprofloxacin, Nalidixic Acid",,EU439940,qnrS2,
quino-g1876_qnrS5,"Ciprofloxacin, Nalidixic Acid",,HQ631377,qnrS5,
quino-g1877_qnrS6,"Ciprofloxacin, Nalidixic Acid",,HQ631376,qnrS6,
quino-g1878_qnrS7,"Ciprofloxacin, Nalidixic Acid",,KF730651,qnrS7,
quino-g1879_qnrS8,"Ciprofloxacin, Nalidixic Acid",,KF730652,qnrS8,
rifam-g1880_arr-2,Rifampicin,,HQ713678,arr-2,
rifam-g1881_arr-3,Rifampicin,,JF731030,arr-3,
rifam-g1882_arr-4,Rifampicin,,EF660562,arr-4,
rifam-g1883_arr-5,Rifampicin,,EF660563,arr-5,
rifam-g1884_arr-6,Rifampicin,,FM897214,arr-6,
rifam-g1885_arr-7,Rifampicin,,FN397623,arr-7,
strep-g1886_sat2A,streptothricin,,X51546,sat2A,
strep-g1887_sat3A,streptothricin,,Z48231,sat3A,
strep-g1888_sat4A,streptothricin,,AF330699,sat4A,
sulph-g1889_folP_Chr,Sulphamethoxazole,,U00096,folP_,
sulph-g1890_sul1,Sulphamethoxazole,,AJ517791,sul1,
sulph-g1891_sul1_v2,Sulphamethoxazole,,NC_022569,sul1_,
sulph-g1892_sul2,Sulphamethoxazole,,AF497970,sul2,
tetra-g1894_otrA,Tetracycline,,X53401,otrA,
tetra-g1895_otrB,Tetracycline,,AF079900,otrB,
tetra-g1896_otrC,Tetracycline,,AY509111,otrC,
tetra-g1897_tet-30,Tetracycline,,AF090987,tet-3,
tetra-g1898_tet-31,Tetracycline,,AJ250203,tet-3,
tetra-g1899_tet-32,Tetracycline,,EF626943,tet-3,
tetra-g1900_tet-33,Tetracycline,,NC_005206,tet-3,
tetra-g1901_tet-34,Tetracycline,,AB061440,tet-3,
tetra-g1902_tet-35,Tetracycline,,AF353562,tet-3,
tetra-g1903_tet-36,Tetracycline,,AJ514254,tet-3,
tetra-g1904_tet-37,Tetracycline,,AF540889,tet-3,
tetra-g1905_tet-38,Tetracycline,,AY825285,tet-3,
tetra-g1906_tet-39,Tetracycline,,AY743590,tet-3,
tetra-g1907_tet-40,Tetracycline,,AM419751,tet-4,
tetra-g1908_tet-41,Tetracycline,,AY264780,tet-4,
tetra-g1909_tet-42,Tetracycline,,EU523697,tet-4,
tetra-g1910_tet-43,Tetracycline,,GQ244501,tet-4,
tetra-g1911_tet-44,Tetracycline,,FN594949,tet-4,
tetra-g1912_tet-AB,Tetracycline,,HQ840942,tet-A,
tetra-g1913_tet-A,Tetracycline,,X00006,tet-A,
tetra-g1914_tet-B,Tetracycline,,AJ277653,tet-B,
tetra-g1915_tet-C,Tetracycline,,NC_002109,tet-C,
tetra-g1916_tet-D,Tetracycline,,X65876,tet-D,
tetra-g1917_tet-E,Tetracycline,,L06940,tet-E,
tetra-g1919_tet-H,Tetracycline,,AJ514834,tet-H,
tetra-g1920_tet-J,Tetracycline,,AF038993,tet-J,
tetra-g1921_tet-K,Tetracycline,,FN433596,tet-K,
tetra-g1922_tet-L,Tetracycline,,HF583292,tet-L,
tetra-g1923_tet-M,Tetracycline,,CP002643,tet-M,
tetra-g1924_tet-O,Tetracycline,,NC_012926.1,tet-O,
tetra-g1925_tet-Q,Tetracycline,,Z21523,tet-Q,
tetra-g1926_tet-S,Tetracycline,,L09756,tet-S,
tetra-g1927_tet-T,Tetracycline,,L42544,tet-T,
tetra-g1928_tet-U,Tetracycline,,U01917,tet-U,
tetra-g1929_tet-V,Tetracycline,,AF030344,tet-V,
tetra-g1930_tet-W,Tetracycline,,AJ427422,tet-W,
tetra-g1931_tet-X,"Tigecycline, Tetracycline",,M37699,tet-X,
tetra-g1932_tet-Y,"Tigecycline, Tetracycline",,EF495198,tet-Y,
tetra-g1933_tet-Z,Tetracycline,,AY222818,tet-Z,
tetra-g1934_tet-AP,Tetracycline,,NC_010937,tet-A,
tetra-g1935_tet-BP,Tetracycline,,NC_010937,tet-B,
trime-g1937_dfrA1,Trimethoprim,,AY963803,dfrA1,
trime-g1938_dfrA10,Trimethoprim,,L06418,dfrA1,
trime-g1939_dfrA12,Trimethoprim,,EF219134,dfrA1,
trime-g1940_dfrA13,Trimethoprim,,Z50802,dfrA1,
trime-g1941_dfrA14,Trimethoprim,,Z50805,dfrA1,
trime-g1942_dfrA15,Trimethoprim,,HM449019,dfrA1,
trime-g1943_dfrA16,Trimethoprim,,AF077008,dfrA1,
trime-g1944_dfrA17,Trimethoprim,,FJ460238,dfrA1,
trime-g1946_dfrA20,Trimethoprim,,AJ605332,dfrA2,
trime-g1947_dfrA21,Trimethoprim,,AM932669,dfrA2,
trime-g1948_dfrA22,Trimethoprim,,HM173356,dfrA2,
trime-g1949_dfrA23,Trimethoprim,,AJ746361,dfrA2,
trime-g1950_dfrA24,Trimethoprim,,AJ972619,dfrA2,
trime-g1951_dfrA25,Trimethoprim,,DQ267940,dfrA2,
trime-g1952_dfrA26,Trimethoprim,,AM403715,dfrA2,
trime-g1953_dfrA27,Trimethoprim,,JF806499,dfrA2,
trime-g1954_dfrA28,Trimethoprim,,FM877476,dfrA2,
trime-g1955a_dfrA29,Trimethoprim,,AM237806,_dfrA,
trime-g1956_dfrA3,Trimethoprim,,J03306,dfrA3,
trime-g1957_dfrA30,Trimethoprim,,AM997279,dfrA3,
trime-g1958_dfrA31,Trimethoprim,,FJ968160,dfrA3,
trime-g1959_dfrA32,Trimethoprim,,GU067642,dfrA3,
trime-g1960_dfrA33,Trimethoprim,,FM957884,dfrA3,
trime-g1961_dfrA5,Trimethoprim,,GU562437,dfrA5,
trime-g1962_dfrA6,Trimethoprim,,Z86002,dfrA6,
trime-g1963_dfrA7,Trimethoprim,,JF806498,dfrA7,
trime-g1964_dfrA8,Trimethoprim,,U10186,dfrA8,
trime-g1965_dfrA9,Trimethoprim,,X57730,dfrA9,
trime-g1966_dfrB1,Trimethoprim,,U36276,dfrB1,
trime-g1967_dfrB2,Trimethoprim,,DQ839391,dfrB2,
trime-g1968_dfrB3,Trimethoprim,,X72585,dfrB3,
trime-g1969_dfrB4,Trimethoprim,,FM877484,dfrB4,
trime-g1970_dfrB5,Trimethoprim,,AY943084,dfrB5,
trime-g1971_dfrB6,Trimethoprim,,DQ274503,dfrB6,
trime-g1972_dfrB7,Trimethoprim,,DQ993182,dfrB7,
trime-g1973_dfrB8,Trimethoprim,,GU295656,dfrB8,
trime-g1974_dfrC,Trimethoprim,,Z48233,dfrC,
trime-g1975_dfrD,Trimethoprim,,Z50141,dfrD,
trime-g1976_dfrG,Trimethoprim,,FN433596,dfrG,
trime-g1977_dfrK,Trimethoprim,,NC_013034,dfrK,
amino-g1978_aac3-IId,Gentamicin,,0,aac3-,
betaL-g1979_ACC-5,,,HE819401,ACC-5,
betaL-g1980_ACT-13,,,HE819402,ACT-1,
betaL-g1981_ACT-17,,,KF992026,ACT-1,
betaL-g1982_ACT-18,,,KF992028,ACT-1,
betaL-g1983_ACT-19,,,KF992029,ACT-1,
betaL-g1984_ACT-20,,,KF526117,ACT-2,
betaL-g1985_ACT-21,,,KF526118,ACT-2,
betaL-g1986_ACT-22,,,KF992027,ACT-2,
betaL-g1987_ACT-23,,,KF515536,ACT-2,
betaL-g1988_ACT-24,,,KJ207207,ACT-2,
betaL-g1989_ACT-25,,,KJ207208,ACT-2,
betaL-g1990_ACT-27,,,KJ207209,ACT-2,
betaL-g1991_ACT-28,,,KJ207206,ACT-2,
betaL-g1992_ACT-29,,,KM087832,ACT-2,
betaL-g1993_ACT-30,,,KM087833,ACT-3,
betaL-g1994_ACT-31,,,KM087843,ACT-3,
betaL-g1995_ACT-32,,,KM087835,ACT-3,
betaL-g1996_ACT-35,,,LC004922,ACT-3,
betaL-g1997_ACT-36,,,KM926621,ACT-3,
betaL-g1998_ACT-37,,,KM926622,ACT-3,
betaL-g1999_ampP_ampC_promoter_Chr,"Cefotaxime, Ceftazidime, Ampicillin",,CP009072,ampP_,
betaL-g2000_B-1,,,AF189298,B-1,
betaL-g2001_CARB-11,"Ampicillin, Amoxicillin, Piperacillin",,AY008290,CARB-,
betaL-g2002_CARB-14,"Ampicillin, Amoxicillin, Piperacillin",,JQ364968,CARB-,
betaL-g2003_CARB-16,"Ampicillin, Amoxicillin, Piperacillin",,HF953351,CARB-,
betaL-g2004_CARB-17,"Ampicillin, Amoxicillin, Piperacillin",,KJ934265,CARB-,
betaL-g2005_CARB-18,"Ampicillin, Amoxicillin, Piperacillin",,KJ934266,CARB-,
betaL-g2006_CARB-19,"Ampicillin, Amoxicillin, Piperacillin",,KJ934267,CARB-,
betaL-g2007_CMY-100,,,KF526113,CMY-1,
betaL-g2008_CMY-101,,,KF526114,CMY-1,
betaL-g2009_CMY-102,,,KF526115,CMY-1,
betaL-g2010_CMY-103,,,KF526116,CMY-1,
betaL-g2011_CMY-105,,,KJ207205,CMY-1,
betaL-g2012_CMY-106,,,KM983294,CMY-1,
